class_weight,criterion,file,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,presort,random_state,results,splitter
,gini,HSMGP,,,30.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0053-classification.csv,best
,mse,HSMGP,,,30.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0054-regression.csv,best
,entropy,HSMGP,,,30.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0055-classification.csv,best
,mae,HSMGP,,,30.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0056-regression.csv,best
,gini,HSMGP,,,30.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0057-classification.csv,best
,mse,HSMGP,,,30.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0058-regression.csv,best
,entropy,HSMGP,,,30.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0059-classification.csv,best
,mae,HSMGP,,,30.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0060-regression.csv,best
,gini,HSMGP,,,30.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0061-classification.csv,best
,mse,HSMGP,,,30.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0062-regression.csv,best
,entropy,HSMGP,,,30.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0063-classification.csv,best
,mae,HSMGP,,,30.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0064-regression.csv,best
,gini,HSMGP,,,30.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0065-classification.csv,best
,mse,HSMGP,,,30.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0066-regression.csv,best
,entropy,HSMGP,,,30.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0067-classification.csv,best
,mae,HSMGP,,,30.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0068-regression.csv,best
,gini,HSMGP,,,30.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0069-classification.csv,best
,mse,HSMGP,,,30.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0070-regression.csv,best
,entropy,HSMGP,,,30.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0071-classification.csv,best
,mae,HSMGP,,,30.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0072-regression.csv,best
,gini,HSMGP,,,40.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0073-classification.csv,best
,mse,HSMGP,,,40.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0074-regression.csv,best
,entropy,HSMGP,,,40.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0075-classification.csv,best
,mae,HSMGP,,,40.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0076-regression.csv,best
,gini,HSMGP,,,40.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0077-classification.csv,best
,mse,HSMGP,,,40.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0078-regression.csv,best
,entropy,HSMGP,,,40.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0079-classification.csv,best
,mae,HSMGP,,,40.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0080-regression.csv,best
,gini,HSMGP,,,40.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0081-classification.csv,best
,mse,HSMGP,,,40.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0082-regression.csv,best
,entropy,HSMGP,,,40.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0083-classification.csv,best
,mae,HSMGP,,,40.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0084-regression.csv,best
,gini,HSMGP,,,40.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0085-classification.csv,best
,mse,HSMGP,,,40.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0086-regression.csv,best
,entropy,HSMGP,,,40.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0087-classification.csv,best
,mae,HSMGP,,,40.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0088-regression.csv,best
,gini,HSMGP,,,40.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0089-classification.csv,best
,mse,HSMGP,,,40.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0090-regression.csv,best
,entropy,HSMGP,,,40.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0091-classification.csv,best
,mae,HSMGP,,,40.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0092-regression.csv,best
,gini,HSMGP,,,40.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0093-classification.csv,best
,mse,HSMGP,,,40.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0094-regression.csv,best
,entropy,HSMGP,,,40.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0095-classification.csv,best
,mae,HSMGP,,,40.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0096-regression.csv,best
,gini,HSMGP,,,50.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0097-classification.csv,best
,mse,HSMGP,,,50.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0098-regression.csv,best
,entropy,HSMGP,,,50.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0099-classification.csv,best
,mae,HSMGP,,,50.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0100-regression.csv,best
,gini,HSMGP,,,50.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0101-classification.csv,best
,mse,HSMGP,,,50.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0102-regression.csv,best
,entropy,HSMGP,,,50.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0103-classification.csv,best
,mae,HSMGP,,,50.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0104-regression.csv,best
,gini,HSMGP,,,50.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0105-classification.csv,best
,mse,HSMGP,,,50.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0106-regression.csv,best
,entropy,HSMGP,,,50.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0107-classification.csv,best
,mae,HSMGP,,,50.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0108-regression.csv,best
,gini,HSMGP,,,50.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0109-classification.csv,best
,mse,HSMGP,,,50.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0110-regression.csv,best
,entropy,HSMGP,,,50.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0111-classification.csv,best
,mae,HSMGP,,,50.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0112-regression.csv,best
,gini,HSMGP,,,50.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0113-classification.csv,best
,mse,HSMGP,,,50.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0114-regression.csv,best
,entropy,HSMGP,,,50.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0115-classification.csv,best
,mae,HSMGP,,,50.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0116-regression.csv,best
,gini,HSMGP,,,50.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0117-classification.csv,best
,mse,HSMGP,,,50.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0118-regression.csv,best
,entropy,HSMGP,,,50.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0119-classification.csv,best
,mae,HSMGP,,,50.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0120-regression.csv,best
,gini,HSMGP,,,60.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0121-classification.csv,best
,mse,HSMGP,,,60.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0122-regression.csv,best
,entropy,HSMGP,,,60.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0123-classification.csv,best
,mae,HSMGP,,,60.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0124-regression.csv,best
,gini,HSMGP,,,60.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0125-classification.csv,best
,mse,HSMGP,,,60.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0126-regression.csv,best
,entropy,HSMGP,,,60.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0127-classification.csv,best
,mae,HSMGP,,,60.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0128-regression.csv,best
,gini,HSMGP,,,60.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0129-classification.csv,best
,mse,HSMGP,,,60.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0130-regression.csv,best
,entropy,HSMGP,,,60.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0131-classification.csv,best
,mae,HSMGP,,,60.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0132-regression.csv,best
,gini,HSMGP,,,60.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0133-classification.csv,best
,mse,HSMGP,,,60.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0134-regression.csv,best
,entropy,HSMGP,,,60.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0135-classification.csv,best
,mae,HSMGP,,,60.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0136-regression.csv,best
,gini,HSMGP,,,60.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0137-classification.csv,best
,mse,HSMGP,,,60.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0138-regression.csv,best
,entropy,HSMGP,,,60.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0139-classification.csv,best
,mae,HSMGP,,,60.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0140-regression.csv,best
,gini,HSMGP,,,60.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0141-classification.csv,best
,mse,HSMGP,,,60.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0142-regression.csv,best
,entropy,HSMGP,,,60.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0143-classification.csv,best
,mae,HSMGP,,,60.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0144-regression.csv,best
,gini,HSMGP,,,70.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0145-classification.csv,best
,mse,HSMGP,,,70.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0146-regression.csv,best
,entropy,HSMGP,,,70.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0147-classification.csv,best
,mae,HSMGP,,,70.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0148-regression.csv,best
,gini,HSMGP,,,70.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0149-classification.csv,best
,mse,HSMGP,,,70.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0150-regression.csv,best
,entropy,HSMGP,,,70.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0151-classification.csv,best
,mae,HSMGP,,,70.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0152-regression.csv,best
,gini,HSMGP,,,70.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0153-classification.csv,best
,mse,HSMGP,,,70.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0154-regression.csv,best
,entropy,HSMGP,,,70.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0155-classification.csv,best
,mae,HSMGP,,,70.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0156-regression.csv,best
,gini,HSMGP,,,70.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0157-classification.csv,best
,mse,HSMGP,,,70.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0158-regression.csv,best
,entropy,HSMGP,,,70.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0159-classification.csv,best
,mae,HSMGP,,,70.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0160-regression.csv,best
,gini,HSMGP,,,70.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0161-classification.csv,best
,mse,HSMGP,,,70.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0162-regression.csv,best
,entropy,HSMGP,,,70.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0163-classification.csv,best
,mae,HSMGP,,,70.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0164-regression.csv,best
,gini,HSMGP,,,70.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0165-classification.csv,best
,mse,HSMGP,,,70.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0166-regression.csv,best
,entropy,HSMGP,,,70.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0167-classification.csv,best
,mae,HSMGP,,,70.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0168-regression.csv,best
,gini,HSMGP,,,80.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0169-classification.csv,best
,mse,HSMGP,,,80.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0170-regression.csv,best
,entropy,HSMGP,,,80.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0171-classification.csv,best
,mae,HSMGP,,,80.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0172-regression.csv,best
,gini,HSMGP,,,80.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0173-classification.csv,best
,mse,HSMGP,,,80.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0174-regression.csv,best
,entropy,HSMGP,,,80.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0175-classification.csv,best
,mae,HSMGP,,,80.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0176-regression.csv,best
,gini,HSMGP,,,80.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0177-classification.csv,best
,mse,HSMGP,,,80.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0178-regression.csv,best
,entropy,HSMGP,,,80.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0179-classification.csv,best
,mae,HSMGP,,,80.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0180-regression.csv,best
,gini,HSMGP,,,80.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0181-classification.csv,best
,mse,HSMGP,,,80.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0182-regression.csv,best
,entropy,HSMGP,,,80.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0183-classification.csv,best
,mae,HSMGP,,,80.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0184-regression.csv,best
,gini,HSMGP,,,80.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0185-classification.csv,best
,mse,HSMGP,,,80.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0186-regression.csv,best
,entropy,HSMGP,,,80.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0187-classification.csv,best
,mae,HSMGP,,,80.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0188-regression.csv,best
,gini,HSMGP,,,80.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0189-classification.csv,best
,mse,HSMGP,,,80.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0190-regression.csv,best
,entropy,HSMGP,,,80.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0191-classification.csv,best
,mae,HSMGP,,,80.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0192-regression.csv,best
,gini,HSMGP,,,90.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0193-classification.csv,best
,mse,HSMGP,,,90.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0194-regression.csv,best
,entropy,HSMGP,,,90.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0195-classification.csv,best
,mae,HSMGP,,,90.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0196-regression.csv,best
,gini,HSMGP,,,90.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0197-classification.csv,best
,mse,HSMGP,,,90.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0198-regression.csv,best
,entropy,HSMGP,,,90.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0199-classification.csv,best
,mae,HSMGP,,,90.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0200-regression.csv,best
,gini,HSMGP,,,90.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0201-classification.csv,best
,mse,HSMGP,,,90.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0202-regression.csv,best
,entropy,HSMGP,,,90.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0203-classification.csv,best
,mae,HSMGP,,,90.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0204-regression.csv,best
,gini,HSMGP,,,90.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0205-classification.csv,best
,mse,HSMGP,,,90.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0206-regression.csv,best
,entropy,HSMGP,,,90.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0207-classification.csv,best
,mae,HSMGP,,,90.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0208-regression.csv,best
,gini,HSMGP,,,90.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0209-classification.csv,best
,mse,HSMGP,,,90.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0210-regression.csv,best
,entropy,HSMGP,,,90.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0211-classification.csv,best
,mae,HSMGP,,,90.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0212-regression.csv,best
,gini,HSMGP,,,90.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0213-classification.csv,best
,mse,HSMGP,,,90.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0214-regression.csv,best
,entropy,HSMGP,,,90.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0215-classification.csv,best
,mae,HSMGP,,,90.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0216-regression.csv,best
,gini,HSMGP,10.0,,10.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0217-classification.csv,best
,mse,HSMGP,10.0,,10.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0218-regression.csv,best
,entropy,HSMGP,10.0,,10.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0219-classification.csv,best
,mae,HSMGP,10.0,,10.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0220-regression.csv,best
,gini,HSMGP,10.0,,10.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0221-classification.csv,best
,mse,HSMGP,10.0,,10.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0222-regression.csv,best
,entropy,HSMGP,10.0,,10.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0223-classification.csv,best
,mae,HSMGP,10.0,,10.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0224-regression.csv,best
,gini,HSMGP,10.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0225-classification.csv,best
,mse,HSMGP,10.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0226-regression.csv,best
,entropy,HSMGP,10.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0227-classification.csv,best
,mae,HSMGP,10.0,,10.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0228-regression.csv,best
,gini,HSMGP,10.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0229-classification.csv,best
,mse,HSMGP,10.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0230-regression.csv,best
,entropy,HSMGP,10.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0231-classification.csv,best
,mae,HSMGP,10.0,,10.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0232-regression.csv,best
,gini,HSMGP,10.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0233-classification.csv,best
,mse,HSMGP,10.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0234-regression.csv,best
,entropy,HSMGP,10.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0235-classification.csv,best
,mae,HSMGP,10.0,,10.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0236-regression.csv,best
,gini,HSMGP,10.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0237-classification.csv,best
,mse,HSMGP,10.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0238-regression.csv,best
,entropy,HSMGP,10.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0239-classification.csv,best
,mae,HSMGP,10.0,,10.0,1e-07,10,2,0.0,False,,./data4/HSMGP-0240-regression.csv,best
,gini,HSMGP,10.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0241-classification.csv,best
,mse,HSMGP,10.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0242-regression.csv,best
,entropy,HSMGP,10.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0243-classification.csv,best
,mae,HSMGP,10.0,,20.0,1e-07,1,2,0.0,False,,./data4/HSMGP-0244-regression.csv,best
,gini,HSMGP,10.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0245-classification.csv,best
,mse,HSMGP,10.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0246-regression.csv,best
,entropy,HSMGP,10.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0247-classification.csv,best
,mae,HSMGP,10.0,,20.0,1e-07,2,2,0.0,False,,./data4/HSMGP-0248-regression.csv,best
,gini,HSMGP,10.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0249-classification.csv,best
,mse,HSMGP,10.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0250-regression.csv,best
,entropy,HSMGP,10.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0251-classification.csv,best
,mae,HSMGP,10.0,,20.0,1e-07,4,2,0.0,False,,./data4/HSMGP-0252-regression.csv,best
,gini,HSMGP,10.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0253-classification.csv,best
,mse,HSMGP,10.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0254-regression.csv,best
,entropy,HSMGP,10.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0255-classification.csv,best
,mae,HSMGP,10.0,,20.0,1e-07,6,2,0.0,False,,./data4/HSMGP-0256-regression.csv,best
,gini,HSMGP,10.0,,20.0,1e-07,8,2,0.0,False,,./data4/HSMGP-0257-classification.csv,best
